STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Liberia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,54.6120158751882,,,54.6347001469213,61.7236906113183,33.3503993446652,80.0422567382366,,,82.5222601780814,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Gibraltar,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,99.1803283691406,98.3871002197266,100.0,,,,,,,91.205207824707,95.3900680541992,,,,,,,85.6,98.6394557823129,,,100.0,,6.27802991867065,6.86275005340576,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRE,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Pre-demographic dividend,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,78.0496215820312,,76.1950225830078,70.5908432006836,,58.4734306335449,56.8266105651855,56.1190299987793,49.6565284729004,56.2701683044434,51.9652404785156,53.5688514709473,54.7705497741699,59.2918586730957,60.387508392334,62.4974784851074,59.828971862793,56.6845283508301,56.3458786010742,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Mongolia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,97.6054193141837,,,,100.0,,100.0,98.1021696070754,88.890458698314,87.0800216763006,,,39.1597488517129,36.9900091549576,39.2452903325839
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AGO,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Angola,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,51.4898639838592,,,,,,92.1391284611893,,83.7534246575343,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Slovak Republic,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,95.8747863769531,,,,,,,,97.9929809570312,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAM,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Namibia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,87.7127304077148,92.0933990478516,93.3385009765625,93.6292724609375,93.9597320556641,95.4220275878906,96.1897430419922,96.5569915771484,95.8167266845703,97.4622497558594,,,98.3027834351663,,99.1016819571865,,95.3199726713733,94.1738092654877,93.6172483722916,94.0173589584625,95.7069917682609,96.2321681367745,97.6680523167393,98.0339321357285,97.1853478391057,96.4748271496738,95.7382896836572
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,"Bahamas, The",Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,98.7353591918945,,,90.6131134033203,89.8006973266602,85.9397430419922,87.4079513549805,85.9712219238281,89.0024673951357,85.8439811701412,82.2000866175834,79.8602548294287,81.5311760063141,84.6681922196796,84.8384424192212,84.6681922196796,83.0547818012999,84.7198641765705,,89.4479073909172,,91.0125142207053,84.6259124087591
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MYS,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Malaysia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,99.4015808105469,99.9508819580078,96.1766815185547,94.2321166992188,94.2297515869141,97.9799118041992,99.4157867431641,98.4714736938477,,,99.1223983764648,98.2128295898438,93.4396591186523,89.7889175415039,90.5021514892578,90.2824630737305,83.2343626286619,87.4202789452774,91.3507289099744
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Eritrea,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,56.4530296325684,60.6157493591309,61.9557189941406,49.660961151123,48.0756492614746,50.0246391296387,51.1005897521973,48.9254989624023,50.0098991394043,,64.1211929321289,66.7862167358398,71.1162414550781,77.3894424438477,83.2115707397461,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Cabo Verde,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,61.9799118041992,60.6931114196777,62.070499420166,,75.4929580688477,78.9566802978516,80.7853698730469,81.2606473594549,,86.0937923556519,,86.8830472103004,,89.963958968672,93.6894547467479,96.0115606936416,95.5974842767296,90.9856781802864,95.148842337376,82.2297679683079,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,USA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,United States,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLI,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Mali,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,80.665641784668,,,,,,,,,,,,,,,40.529883699235,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Senegal,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,39.4258524980174,45.1901859829778,55.4846582098279,61.4965300840567,72.4554547735991,,,,,72.4273323956868,76.9609775325187,72.8800555332286,72.7393497657218,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAU,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Saudi Arabia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Philippines,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Belize,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,54.4176712036133,39.0243911743164,,40.9016418457031,46.2041893005371,,35.8414688110352,36.9153709411621,34.7139015197754,33.9314002990723,37.8017462763225,35.9223300970874,38.9355742296919,35.4442344045369,,47.1576227390181,54.0807174887892,,61.2929962702031,65.8077709611452,70.1102490812577,70.8931419457735,71.2169735788631,73.3074601121173,70.9788702026736
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Poland,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,98.5228881835938,98.5784912109375,98.6681671142578,98.769889831543,98.8221817016602,98.7718811035156,98.7698669433594,98.7260437011719,100.0,100.0,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,San Marino,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Brunei Darussalam,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,85.1724090576172,90.4582824707031,81.6331329345703,90.8312683105469,88.4155578613281,,90.8819427490234,92.3536224365234,87.7828063964844,91.3603284194812,90.6676635742188,91.132819838437,89.9431484022741,89.0827178955078,90.3293757181157,86.6781997680664,88.7450980392157,90.9341199606686,90.9126984126984,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan",Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,87.9148101806641,87.4880294799805,89.3992691040039,90.8462677001953,91.1022491455078,90.325569152832,87.9060363769531,83.4244689941406,77.1894302368164,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Paraguay,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,81.0039083007642,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MUS,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Mauritius,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,44.3595973620271,45.4951752158456,31.8471972870537,31.2774451097804,,55.2570447429553,53.1101337402388,47.5094640366607,52.181631318322,48.3621140763998,,56.2452850522686,59.2175777063237
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Morocco,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBD,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,IBRD only,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,81.0605087280273,81.4050827026367,83.3321914672852,80.5308074951172,81.7096176147461,84.5473709106445,84.337890625,84.1702117919922,84.5967636108398
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Nepal,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,58.2087707519531,,65.0792694091797,83.7982202073626,,82.5929249515893,80.1492797664405,85.2892951290437,84.8237444512142,88.7049789428711,,83.2552871704102,83.3853073120117,83.3853118712274,,93.1886061144995,92.6115864575742
